text,language,text_length,tokens
ਲਹਰ ਜ ਕ ਪਕਸਤਨ ਪਜਬ ਦ ਰਜਧਨ ਹ ਵਚ ਸਭ ਤ ਜਆਦ ਲਕ ਪਜਬ ਬਲਦ ਹਨ,pa,80,"['ਲਹਰ', 'ਜ', 'ਕ', 'ਪਕਸਤਨ', 'ਪਜਬ', 'ਦ', 'ਰਜਧਨ', 'ਹ', 'ਵਚ', 'ਸਭ', 'ਤ', 'ਜਆਦ', 'ਲਕ', 'ਪਜਬ', 'ਬਲਦ', 'ਹਨ']"
য ধবন উচচৰণ কৰত নশবস বযৱ মখ গহবৰৰ কন ঠইত বধ পয তক বযঞজনধবন বল,as,93,"['য', 'ধবন', 'উচচৰণ', 'কৰত', 'নশবস', 'বযৱ', 'মখ', 'গহবৰৰ', 'কন', 'ঠইত', 'বধ', 'পয', 'তক', 'বযঞজনধবন', 'বল']"
ভরত হনদর পরই সরবধক পরচলত ভষ বল,bn,47,"['ভরত', 'হনদর', 'পরই', 'সরবধক', 'পরচলত', 'ভষ', 'বল']"
ବରତତମନ କମପୟଟର ଯଗ ଓଡଆ ଟଇପ କରବ ସହଜ ହଇଯଇଛ,or,56,"['ବରତତମନ', 'କମପୟଟର', 'ଯଗ', 'ଓଡଆ', 'ଟଇପ', 'କରବ', 'ସହଜ', 'ହଇଯଇଛ']"
middle english is often arbitrarily defined as beginning with the conquest of england by william the conqueror in 1066 but it developed further in the period from 1200 to 1450,en,177,"['middle', 'english', 'is', 'often', 'arbitrarily', 'defined', 'as', 'beginning', 'with', 'the', 'conquest', 'of', 'england', 'by', 'william', 'the', 'conqueror', 'in', '1066', 'but', 'it', 'developed', 'further', 'in', 'the', 'period', 'from', '1200', 'to', '1450']"
ଓଡଆ ଏକ ଭରତୟ ଭଷ,or,22,"['ଓଡଆ', 'ଏକ', 'ଭରତୟ', 'ଭଷ']"
தமழகம ஆஙகலததல மடரஸ ஸடட எனறம தமழல சனன மகணம எனறம அழககபபறறத,ta,92,"['தமழகம', 'ஆஙகலததல', 'மடரஸ', 'ஸடட', 'எனறம', 'தமழல', 'சனன', 'மகணம', 'எனறம', 'அழககபபறறத']"
this exemplifies the loss of case and its effects on sentence structure replacement with subjectverbobject word order and the use of of instead of the nonpossessive genitive and the introduction of loanwords from french ayre and word replacements bird originally meaning nestling had replaced oe fugol,en,313,"['this', 'exemplifies', 'the', 'loss', 'of', 'case', 'and', 'its', 'effects', 'on', 'sentence', 'structure', 'replacement', 'with', 'subjectverbobject', 'word', 'order', 'and', 'the', 'use', 'of', 'of', 'instead', 'of', 'the', 'nonpossessive', 'genitive', 'and', 'the', 'introduction', 'of', 'loanwords', 'from', 'french', 'ayre', 'and', 'word', 'replacements', 'bird', 'originally', 'meaning', 'nestling', 'had', 'replaced', 'oe', 'fugol']"
ଟ20 ବଶୱକପର ରଜରଭ ଖଳଳଙକ ମଧୟର ଶରୟସ ଆୟର ଅକସର ପଟଲ ଏବ ଦପକ ଚହର ମଧୟ ଏହ ଦଳର ସମଲ ହଇଛନତ,or,105,"['ଟ20', 'ବଶୱକପର', 'ରଜରଭ', 'ଖଳଳଙକ', 'ମଧୟର', 'ଶରୟସ', 'ଆୟର', 'ଅକସର', 'ପଟଲ', 'ଏବ', 'ଦପକ', 'ଚହର', 'ମଧୟ', 'ଏହ', 'ଦଳର', 'ସମଲ', 'ହଇଛନତ']"
महरषटरच बहतक सरव जतत यमळ सतच परपर जनमस आल व तयन वगवगळय परकर कवयरचनस सरवत कल,mr,118,"['महरषटरच', 'बहतक', 'सरव', 'जतत', 'यमळ', 'सतच', 'परपर', 'जनमस', 'आल', 'व', 'तयन', 'वगवगळय', 'परकर', 'कवयरचनस', 'सरवत', 'कल']"
అకలన గరతచడనక తలగల పరతయకగ సకతలనన ఇడ అరబక అకల వసతతగన సరవసధరణగన ఉపయగపబడతననయ,te,127,"['అకలన', 'గరతచడనక', 'తలగల', 'పరతయకగ', 'సకతలనన', 'ఇడ', 'అరబక', 'అకల', 'వసతతగన', 'సరవసధరణగన', 'ఉపయగపబడతననయ']"
അതതര അധകരണരപങങൾ എനന തമഴൽ നനന പയപപയ,ml,52,"['അതതര', 'അധകരണരപങങൾ', 'എനന', 'തമഴൽ', 'നനന', 'പയപപയ']"
இரசரச சழன மறறம அவனத மகனன இரசநதர சழன ஆகயரத கலததல சழர தனனநதயவல ஆறறல மககவரகளக உரவடததனர,ta,128,"['இரசரச', 'சழன', 'மறறம', 'அவனத', 'மகனன', 'இரசநதர', 'சழன', 'ஆகயரத', 'கலததல', 'சழர', 'தனனநதயவல', 'ஆறறல', 'மககவரகளக', 'உரவடததனர']"
অসময ভষ ইৰজ assamese languageহছ সকলতক পৰবয ভৰতযআৰয ভষ,as,80,"['অসময', 'ভষ', 'ইৰজ', 'assamese', 'languageহছ', 'সকলতক', 'পৰবয', 'ভৰতযআৰয', 'ভষ']"
شیعہ اسلام چھ اسلامک دویم فرقہ,ks,30,"['شیعہ', 'اسلام', 'چھ', 'اسلامک', 'دویم', 'فرقہ']"
भरतय नपल भष,ne,19,"['भरतय', 'नपल', 'भष']"
ತಟಗರಕ ಯತರಕರಣ ಕರಯಕರಮದಡ ಸಮನಯ ವರಗಕಕ ಶ,kn,53,"['ತಟಗರಕ', 'ಯತರಕರಣ', 'ಕರಯಕರಮದಡ', 'ಸಮನಯ', 'ವರಗಕಕ', 'ಶ']"
ആദയഘടട ബലയവസഥ കരനതമഴകല കലലവർഷ 1 500വര എ,ml,63,"['ആദയഘടട', 'ബലയവസഥ', 'കരനതമഴകല', 'കലലവർഷ', '1', '500വര', 'എ']"
کترینہ کیف چھ اکھ اداکأرہ,ks,31,"['کترینہ', 'کیف', 'چھ', 'اکھ', 'اداکأرہ']"
2008 ਵਚ ਪਕਸਤਨ ਦ ਮਰਦਮਸਮਰ ਮਤਬਕ ਪਕਸਤਨ ਵਚ 76334300 ਲਕ ਪਜਬ ਬਲਦ ਹਨ ਅਤ 2011 ਵਚ ਭਰਤ ਮਰਦਮਸਮਰ ਮਤਬਕ ਭਰਤ ਵਚ 31144095 ਲਕ ਪਜਬ ਬਲਦ ਹਨ,pa,167,"['2008', 'ਵਚ', 'ਪਕਸਤਨ', 'ਦ', 'ਮਰਦਮਸਮਰ', 'ਮਤਬਕ', 'ਪਕਸਤਨ', 'ਵਚ', '76334300', 'ਲਕ', 'ਪਜਬ', 'ਬਲਦ', 'ਹਨ', 'ਅਤ', '2011', 'ਵਚ', 'ਭਰਤ', 'ਮਰਦਮਸਮਰ', 'ਮਤਬਕ', 'ਭਰਤ', 'ਵਚ', '31144095', 'ਲਕ', 'ਪਜਬ', 'ਬਲਦ', 'ਹਨ']"
മലയള ഈ വഷയതതൽ പഴനതമഴനകകൾ പഴമ പരദർശപപകകനന,ml,60,"['മലയള', 'ഈ', 'വഷയതതൽ', 'പഴനതമഴനകകൾ', 'പഴമ', 'പരദർശപപകകനന']"
অসমপকর সহত আছ ধতর যগ যগক করযপদ গঠন,bn,51,"['অসমপকর', 'সহত', 'আছ', 'ধতর', 'যগ', 'যগক', 'করযপদ', 'গঠন']"
বৰতমনলক কন এট মতৰ কষতৰত ভষবজঞনসকল একমত হব পৰ নই,as,68,"['বৰতমনলক', 'কন', 'এট', 'মতৰ', 'কষতৰত', 'ভষবজঞনসকল', 'একমত', 'হব', 'পৰ', 'নই']"
रम लप पण गयत लकपरय आस,kok,36,"['रम', 'लप', 'पण', 'गयत', 'लकपरय', 'आस']"
বল ভষ বকশর ইতহস ১৩০০ বছর পরন,bn,40,"['বল', 'ভষ', 'বকশর', 'ইতহস', '১৩০০', 'বছর', 'পরন']"
ଦକଷଣ ଆଫରକ ଗସତ ପଇ ଭରତ ଏ ଦଳ ପରୟଙକ ପଞଚଲ କୟପଟନ ପଥୱ ଶ ଅଭମନୟ ଏସୱରନ ଦବଦତତ ପଦକକଲ ସରଫରଜ ଖନ ବବ ଆପରଜତ ଉପନଦର ଯଦବ ୱକଟକପର କ ଗତମ ରହଲ ଚହର ସରଭ କମର ନବଦପ ସଇନ ଉମରନ ମଲକ ଇଶନ ପରଲ ଅରଜନ ନଗସୱଲ,or,257,"['ଦକଷଣ', 'ଆଫରକ', 'ଗସତ', 'ପଇ', 'ଭରତ', 'ଏ', 'ଦଳ', 'ପରୟଙକ', 'ପଞଚଲ', 'କୟପଟନ', 'ପଥୱ', 'ଶ', 'ଅଭମନୟ', 'ଏସୱରନ', 'ଦବଦତତ', 'ପଦକକଲ', 'ସରଫରଜ', 'ଖନ', 'ବବ', 'ଆପରଜତ', 'ଉପନଦର', 'ଯଦବ', 'ୱକଟକପର', 'କ', 'ଗତମ', 'ରହଲ', 'ଚହର', 'ସରଭ', 'କମର', 'ନବଦପ', 'ସଇନ', 'ଉମରନ', 'ମଲକ', 'ଇଶନ', 'ପରଲ', 'ଅରଜନ', 'ନଗସୱଲ']"
ਪਜਬ ਭਸ ਅਤ ਸਭਆਚਰ ਵਡ ਹਏ ਦਸ ਅਤ ਧਰਮਕ ਸਬਧ ਨ ਆਪਸ ਵਚ ਜੜਦ ਹ,pa,82,"['ਪਜਬ', 'ਭਸ', 'ਅਤ', 'ਸਭਆਚਰ', 'ਵਡ', 'ਹਏ', 'ਦਸ', 'ਅਤ', 'ਧਰਮਕ', 'ਸਬਧ', 'ਨ', 'ਆਪਸ', 'ਵਚ', 'ਜੜਦ', 'ਹ']"
اسلامس منز چھے زء اہم فرقہ شیعہ تہ سنی,ks,42,"['اسلامس', 'منز', 'چھے', 'زء', 'اہم', 'فرقہ', 'شیعہ', 'تہ', 'سنی']"
बलयत अर यरपल दशहरलई उछनन सफल भएर १८४० समम लगभग समपरण दशम शसन गरन सफल भय,ne,93,"['बलयत', 'अर', 'यरपल', 'दशहरलई', 'उछनन', 'सफल', 'भएर', '१८४०', 'समम', 'लगभग', 'समपरण', 'दशम', 'शसन', 'गरन', 'सफल', 'भय']"
अपभरश क समपत और आधनक भरतय भषओ क जनमकल क समय क सकरनतकल कह ज सकत ह,hi,92,"['अपभरश', 'क', 'समपत', 'और', 'आधनक', 'भरतय', 'भषओ', 'क', 'जनमकल', 'क', 'समय', 'क', 'सकरनतकल', 'कह', 'ज', 'सकत', 'ह']"
મધયકળન ગજરત,gu,17,"['મધયકળન', 'ગજરત']"
वसतव म दश स दश शबद एव दश भष दन क बध हत ह,hi,64,"['वसतव', 'म', 'दश', 'स', 'दश', 'शबद', 'एव', 'दश', 'भष', 'दन', 'क', 'बध', 'हत', 'ह']"
भरतम पहल मनव बसबस ९००० वरष पहल भएक वशवस गरएक छ,ne,63,"['भरतम', 'पहल', 'मनव', 'बसबस', '९०००', 'वरष', 'पहल', 'भएक', 'वशवस', 'गरएक', 'छ']"
ଯଗମଠର ଚତରଲପର ନଲଙଗ ରଙଗର ଲଖତ ଠ ଲପ ଆଜ ପରଯୟନତ ଓଡଆ ସମତ ସମସତ ଭରତୟ ଲପମଳର ଅବକଳ ଭବର ବୟବହତ,or,119,"['ଯଗମଠର', 'ଚତରଲପର', 'ନଲଙଗ', 'ରଙଗର', 'ଲଖତ', 'ଠ', 'ଲପ', 'ଆଜ', 'ପରଯୟନତ', 'ଓଡଆ', 'ସମତ', 'ସମସତ', 'ଭରତୟ', 'ଲପମଳର', 'ଅବକଳ', 'ଭବର', 'ବୟବହତ']"
ଫଳର ଗରପ1ର ଇଲଣଡ ପର ଅଷଟରଲଆ 2ୟ ସମଫଇନଲଷଟ ହଇଛ ଏବ ସମଫଇନଲର ପକସତନକ ଭଟବ ଅଷଟରଲଆ ଟମ,or,113,"['ଫଳର', 'ଗରପ1ର', 'ଇଲଣଡ', 'ପର', 'ଅଷଟରଲଆ', '2ୟ', 'ସମଫଇନଲଷଟ', 'ହଇଛ', 'ଏବ', 'ସମଫଇନଲର', 'ପକସତନକ', 'ଭଟବ', 'ଅଷଟରଲଆ', 'ଟମ']"
வட வஙகடம தன கமர ஆயடத தமழ கற நலலலகம,ta,52,"['வட', 'வஙகடம', 'தன', 'கமர', 'ஆயடத', 'தமழ', 'கற', 'நலலலகம']"
ବରଟ ସନ ପଞଚ ମୟଚ ବଶଷଟ ଟଷଟ ସରଜକ 21ର ଆଗଆ ରହଥବର ଓଭଲର ଆୟଜକ ଦଳ 157 ରନର ପରସତ ହଇଛ,or,106,"['ବରଟ', 'ସନ', 'ପଞଚ', 'ମୟଚ', 'ବଶଷଟ', 'ଟଷଟ', 'ସରଜକ', '21ର', 'ଆଗଆ', 'ରହଥବର', 'ଓଭଲର', 'ଆୟଜକ', 'ଦଳ', '157', 'ରନର', 'ପରସତ', 'ହଇଛ']"
اس لحاظ سے یہ دنیا کی نویں بڑی زبان ہے,ur,39,"['اس', 'لحاظ', 'سے', 'یہ', 'دنیا', 'کی', 'نویں', 'بڑی', 'زبان', 'ہے']"
दशतल ३६ रजय आण ७२ दशमधय मरठ भषकच वसत आह,mr,62,"['दशतल', '३६', 'रजय', 'आण', '७२', 'दशमधय', 'मरठ', 'भषकच', 'वसत', 'आह']"
மதனமக கடடரகள தமழநடட வரலறமறறம பணடய தமழ வரலறற மலஙகள,ta,79,"['மதனமக', 'கடடரகள', 'தமழநடட', 'வரலறமறறம', 'பணடய', 'தமழ', 'வரலறற', 'மலஙகள']"
दसरय आन तसर पवट सडसत करसतवच आलल,kok,55,"['दसरय', 'आन', 'तसर', 'पवट', 'सडसत', 'करसतवच', 'आलल']"
ਜਵ ਲਭ,pa,13,"['ਜਵ', 'ਲਭ']"
ದಶದಯತ ಲಕಷತರ ರತರ ಮತತ ಕಡಮ ಸವ ಸಲಲಸವ ಸಮದಯಗಳ ಜವನಪಯವನನ ಧನತಮಕವದ ರತಯಲಲ ಪರಣಮ ಬರವ ಹಗ ಅವರ ಆದಯವನನ ಹಚಚಸವ ನಟಟನಲಲ ತಡಗಕಳಳವತ ಮಡವದನನ ನವ ಮದವರಸಲ ಬಯಸತತವ ಎದ ತಳಸದರ,kn,222,"['ದಶದಯತ', 'ಲಕಷತರ', 'ರತರ', 'ಮತತ', 'ಕಡಮ', 'ಸವ', 'ಸಲಲಸವ', 'ಸಮದಯಗಳ', 'ಜವನಪಯವನನ', 'ಧನತಮಕವದ', 'ರತಯಲಲ', 'ಪರಣಮ', 'ಬರವ', 'ಹಗ', 'ಅವರ', 'ಆದಯವನನ', 'ಹಚಚಸವ', 'ನಟಟನಲಲ', 'ತಡಗಕಳಳವತ', 'ಮಡವದನನ', 'ನವ', 'ಮದವರಸಲ', 'ಬಯಸತತವ', 'ಎದ', 'ತಳಸದರ']"
దనన గమనచ 15వ శతబదమల ఇటలయన యతరకడ నకల డ కట తలగన ఇటలయన ఆఫ ద ఈసట పరచయ ఇటలయన గ అభవరణచడ,te,133,"['దనన', 'గమనచ', '15వ', 'శతబదమల', 'ఇటలయన', 'యతరకడ', 'నకల', 'డ', 'కట', 'తలగన', 'ఇటలయన', 'ఆఫ', 'ద', 'ఈసట', 'పరచయ', 'ఇటలయన', 'గ', 'అభవరణచడ']"
આધનક ગજરત ઈ,gu,18,"['આધનક', 'ગજરત', 'ઈ']"
যমনম শনল আম শনলম মই করব মই করব,bn,59,"['যমনম', 'শনল', 'আম', 'শনলম', 'মই', 'করব', 'মই', 'করব']"
जसत कणटक कणठ डणड कटक कठ डड आद,ne,48,"['जसत', 'कणटक', 'कणठ', 'डणड', 'कटक', 'कठ', 'डड', 'आद']"
امہ علاوہ چھے شیعہ باہ امام مانان,ks,34,"['امہ', 'علاوہ', 'چھے', 'شیعہ', 'باہ', 'امام', 'مانان']"
ଉଭୟ ମଖୟମନତରଙକ ମଧୟର ଗରତୱପରଣଣ ଆଲଚନ ହଇ କଛ ମନଟ ମଧୟର ଏହ ଆଲଚନ ଶଷ ହଇଛ,or,94,"['ଉଭୟ', 'ମଖୟମନତରଙକ', 'ମଧୟର', 'ଗରତୱପରଣଣ', 'ଆଲଚନ', 'ହଇ', 'କଛ', 'ମନଟ', 'ମଧୟର', 'ଏହ', 'ଆଲଚନ', 'ଶଷ', 'ହଇଛ']"
অসময ভষত তলত দযৰ দৰ ৰপততবক বশষটযসমহ পৰকশ পয অসমযত লগ বযকৰণগত বষয নহয,as,101,"['অসময', 'ভষত', 'তলত', 'দযৰ', 'দৰ', 'ৰপততবক', 'বশষটযসমহ', 'পৰকশ', 'পয', 'অসমযত', 'লগ', 'বযকৰণগত', 'বষয', 'নহয']"
ਪਜਬ ਦਆ ਕਈ ਉਪਬਲਆ ਹਨ ਪਰ ਮਝ ਨ ਸਭ ਤ ਅਮਰ ਉਪਬਲ ਮਨਆ ਜਦ ਹ,pa,76,"['ਪਜਬ', 'ਦਆ', 'ਕਈ', 'ਉਪਬਲਆ', 'ਹਨ', 'ਪਰ', 'ਮਝ', 'ਨ', 'ਸਭ', 'ਤ', 'ਅਮਰ', 'ਉਪਬਲ', 'ਮਨਆ', 'ਜਦ', 'ਹ']"
जस ससकत शबद असर क अवसत म सजत समककष शबद अहर थ,hi,64,"['जस', 'ससकत', 'शबद', 'असर', 'क', 'अवसत', 'म', 'सजत', 'समककष', 'शबद', 'अहर', 'थ']"
तसर शतबद पछक समय जन बल भरतम गपत वशक शसन थय भरतक सवरणम कल मननछ,ne,93,"['तसर', 'शतबद', 'पछक', 'समय', 'जन', 'बल', 'भरतम', 'गपत', 'वशक', 'शसन', 'थय', 'भरतक', 'सवरणम', 'कल', 'मननछ']"
